"Statistic Label","Year","Age Group","Sex","Education Attainment Level","UNIT","VALUE"
"Annual percentage of part-time work","2023","45 - 49 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","17.8"
"Annual percentage of part-time work","2023","45 - 49 years","Both sexes","Tertiary education (Levels 5-8)","%","14.8"
"Annual percentage of part-time work","2023","45 - 49 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Male","Levels of Education (Levels  0-8)","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Female","Levels of Education (Levels  0-8)","%","30.4"
"Annual percentage of part-time work","2023","45 - 49 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2023","45 - 49 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","45.1"
"Annual percentage of part-time work","2023","45 - 49 years","Female","Tertiary education (Levels 5-8)","%","25.7"
"Annual percentage of part-time work","2023","45 - 49 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Both sexes","Levels of Education (Levels  0-8)","%","18"
"Annual percentage of part-time work","2023","50 - 54 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","19.9"
"Annual percentage of part-time work","2023","50 - 54 years","Both sexes","Tertiary education (Levels 5-8)","%","16"
"Annual percentage of part-time work","2023","50 - 54 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Male","Levels of Education (Levels  0-8)","%","2.6"
"Annual percentage of part-time work","2023","50 - 54 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Female","Levels of Education (Levels  0-8)","%","35.1"
"Annual percentage of part-time work","2023","50 - 54 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2023","50 - 54 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","39"
"Annual percentage of part-time work","2023","50 - 54 years","Female","Tertiary education (Levels 5-8)","%","30.8"
"Annual percentage of part-time work","2023","50 - 54 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Both sexes","Levels of Education (Levels  0-8)","%","21.7"
"Annual percentage of part-time work","2023","55 - 59 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%","33.5"
"Annual percentage of part-time work","2023","55 - 59 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","20.1"
"Annual percentage of part-time work","2023","55 - 59 years","Both sexes","Tertiary education (Levels 5-8)","%","20"
"Annual percentage of part-time work","2023","55 - 59 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Male","Levels of Education (Levels  0-8)","%","11.1"
"Annual percentage of part-time work","2023","55 - 59 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Female","Levels of Education (Levels  0-8)","%","34.9"
"Annual percentage of part-time work","2023","55 - 59 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","55 - 59 years","Female","Primary and lower secondary education (Levels 1-2)","%","58.6"
"Annual percentage of part-time work","2023","55 - 59 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","35.4"
"Annual percentage of part-time work","2023","55 - 59 years","Female","Tertiary education (Levels 5-8)","%","30.9"
"Annual percentage of part-time work","2023","55 - 59 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","60 - 64 years","Both sexes","Levels of Education (Levels  0-8)","%","27.3"
"Annual percentage of part-time work","2023","60 - 64 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","60 - 64 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%","28.8"
"Annual percentage of part-time work","2023","60 - 64 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","24.9"
"Annual percentage of part-time work","2023","60 - 64 years","Both sexes","Tertiary education (Levels 5-8)","%","30.3"
"Annual percentage of part-time work","2023","60 - 64 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","60 - 64 years","Male","Levels of Education (Levels  0-8)","%","18.2"
"Annual percentage of part-time work","2023","60 - 64 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","60 - 64 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2023","60 - 64 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","20.4"
"Annual percentage of part-time work","2023","60 - 64 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2023","60 - 64 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2023","60 - 64 years","Female","Levels of Education (Levels  0-8)","%","39.5"
"Annual percentage of part-time work","2023","60 - 64 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2023","60 - 64 years","Female","Primary and lower secondary education (Levels 1-2)","%","48"
"Annual percentage of part-time work","2023","60 - 64 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","30.8"
"Annual percentage of part-time work","2023","60 - 64 years","Female","Tertiary education (Levels 5-8)","%","45.2"
"Annual percentage of part-time work","2023","60 - 64 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","All ages","Both sexes","Levels of Education (Levels  0-8)","%","17.4"
"Annual percentage of part-time work","2024","All ages","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","All ages","Both sexes","Primary and lower secondary education (Levels 1-2)","%","22.4"
"Annual percentage of part-time work","2024","All ages","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","24.6"
"Annual percentage of part-time work","2024","All ages","Both sexes","Tertiary education (Levels 5-8)","%","12.9"
"Annual percentage of part-time work","2024","All ages","Both sexes","Level of education - not stated","%","16.1"
"Annual percentage of part-time work","2024","All ages","Male","Levels of Education (Levels  0-8)","%","9.8"
"Annual percentage of part-time work","2024","All ages","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","All ages","Male","Primary and lower secondary education (Levels 1-2)","%","14.8"
"Annual percentage of part-time work","2024","All ages","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","13.5"
"Annual percentage of part-time work","2024","All ages","Male","Tertiary education (Levels 5-8)","%","6.3"
"Annual percentage of part-time work","2024","All ages","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","All ages","Female","Levels of Education (Levels  0-8)","%","25.7"
"Annual percentage of part-time work","2024","All ages","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","All ages","Female","Primary and lower secondary education (Levels 1-2)","%","41.7"
"Annual percentage of part-time work","2024","All ages","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","39.2"
"Annual percentage of part-time work","2024","All ages","Female","Tertiary education (Levels 5-8)","%","18.8"
"Annual percentage of part-time work","2024","All ages","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Both sexes","Levels of Education (Levels  0-8)","%","39.4"
"Annual percentage of part-time work","2024","20 - 24 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","51"
"Annual percentage of part-time work","2024","20 - 24 years","Both sexes","Tertiary education (Levels 5-8)","%","18.6"
"Annual percentage of part-time work","2024","20 - 24 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Male","Levels of Education (Levels  0-8)","%","34"
"Annual percentage of part-time work","2024","20 - 24 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","39.8"
"Annual percentage of part-time work","2024","20 - 24 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Female","Levels of Education (Levels  0-8)","%","45.1"
"Annual percentage of part-time work","2024","20 - 24 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","65.2"
"Annual percentage of part-time work","2024","20 - 24 years","Female","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","20 - 24 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Both sexes","Levels of Education (Levels  0-8)","%","11.4"
"Annual percentage of part-time work","2024","25 - 29 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Both sexes","Tertiary education (Levels 5-8)","%","9.5"
"Annual percentage of part-time work","2024","25 - 29 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Male","Levels of Education (Levels  0-8)","%","9.1"
"Annual percentage of part-time work","2024","25 - 29 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Female","Levels of Education (Levels  0-8)","%","13.9"
"Annual percentage of part-time work","2024","25 - 29 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Female","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","25 - 29 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Both sexes","Levels of Education (Levels  0-8)","%","10.7"
"Annual percentage of part-time work","2024","30 - 34 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","19.6"
"Annual percentage of part-time work","2024","30 - 34 years","Both sexes","Tertiary education (Levels 5-8)","%","7.9"
"Annual percentage of part-time work","2024","30 - 34 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Male","Levels of Education (Levels  0-8)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Female","Levels of Education (Levels  0-8)","%","13.7"
"Annual percentage of part-time work","2024","30 - 34 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Female","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","30 - 34 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Both sexes","Levels of Education (Levels  0-8)","%","12.5"
"Annual percentage of part-time work","2024","35 - 39 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","19.7"
"Annual percentage of part-time work","2024","35 - 39 years","Both sexes","Tertiary education (Levels 5-8)","%","8.9"
"Annual percentage of part-time work","2024","35 - 39 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Male","Levels of Education (Levels  0-8)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Female","Levels of Education (Levels  0-8)","%","20.4"
"Annual percentage of part-time work","2024","35 - 39 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","35 - 39 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","40.7"
"Annual percentage of part-time work","2024","35 - 39 years","Female","Tertiary education (Levels 5-8)","%","12.7"
"Annual percentage of part-time work","2024","35 - 39 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Both sexes","Levels of Education (Levels  0-8)","%","15"
"Annual percentage of part-time work","2024","40 - 44 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","17.9"
"Annual percentage of part-time work","2024","40 - 44 years","Both sexes","Tertiary education (Levels 5-8)","%","12.9"
"Annual percentage of part-time work","2024","40 - 44 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Male","Levels of Education (Levels  0-8)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Female","Levels of Education (Levels  0-8)","%","26.3"
"Annual percentage of part-time work","2024","40 - 44 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","40 - 44 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","34"
"Annual percentage of part-time work","2024","40 - 44 years","Female","Tertiary education (Levels 5-8)","%","22.3"
"Annual percentage of part-time work","2024","40 - 44 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Both sexes","Levels of Education (Levels  0-8)","%","15.8"
"Annual percentage of part-time work","2024","45 - 49 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","15.6"
"Annual percentage of part-time work","2024","45 - 49 years","Both sexes","Tertiary education (Levels 5-8)","%","14.6"
"Annual percentage of part-time work","2024","45 - 49 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Male","Levels of Education (Levels  0-8)","%","6.4"
"Annual percentage of part-time work","2024","45 - 49 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Female","Levels of Education (Levels  0-8)","%","26"
"Annual percentage of part-time work","2024","45 - 49 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","45 - 49 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","31.1"
"Annual percentage of part-time work","2024","45 - 49 years","Female","Tertiary education (Levels 5-8)","%","23"
"Annual percentage of part-time work","2024","45 - 49 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Both sexes","Levels of Education (Levels  0-8)","%","15.2"
"Annual percentage of part-time work","2024","50 - 54 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","17.5"
"Annual percentage of part-time work","2024","50 - 54 years","Both sexes","Tertiary education (Levels 5-8)","%","13"
"Annual percentage of part-time work","2024","50 - 54 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Male","Levels of Education (Levels  0-8)","%","5.7"
"Annual percentage of part-time work","2024","50 - 54 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Female","Levels of Education (Levels  0-8)","%","25.9"
"Annual percentage of part-time work","2024","50 - 54 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","50 - 54 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","31.5"
"Annual percentage of part-time work","2024","50 - 54 years","Female","Tertiary education (Levels 5-8)","%","21.8"
"Annual percentage of part-time work","2024","50 - 54 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Both sexes","Levels of Education (Levels  0-8)","%","20.2"
"Annual percentage of part-time work","2024","55 - 59 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","20.6"
"Annual percentage of part-time work","2024","55 - 59 years","Both sexes","Tertiary education (Levels 5-8)","%","19"
"Annual percentage of part-time work","2024","55 - 59 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Male","Levels of Education (Levels  0-8)","%","8.6"
"Annual percentage of part-time work","2024","55 - 59 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Female","Levels of Education (Levels  0-8)","%","33.3"
"Annual percentage of part-time work","2024","55 - 59 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","55 - 59 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","38.2"
"Annual percentage of part-time work","2024","55 - 59 years","Female","Tertiary education (Levels 5-8)","%","28.4"
"Annual percentage of part-time work","2024","55 - 59 years","Female","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Both sexes","Levels of Education (Levels  0-8)","%","26.6"
"Annual percentage of part-time work","2024","60 - 64 years","Both sexes","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Both sexes","Primary and lower secondary education (Levels 1-2)","%","23.3"
"Annual percentage of part-time work","2024","60 - 64 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","29.4"
"Annual percentage of part-time work","2024","60 - 64 years","Both sexes","Tertiary education (Levels 5-8)","%","26.1"
"Annual percentage of part-time work","2024","60 - 64 years","Both sexes","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Male","Levels of Education (Levels  0-8)","%","17.7"
"Annual percentage of part-time work","2024","60 - 64 years","Male","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Male","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","21.4"
"Annual percentage of part-time work","2024","60 - 64 years","Male","Tertiary education (Levels 5-8)","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Male","Level of education - not stated","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Female","Levels of Education (Levels  0-8)","%","37.7"
"Annual percentage of part-time work","2024","60 - 64 years","Female","Less than primary (Level 0)","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Female","Primary and lower secondary education (Levels 1-2)","%",""
"Annual percentage of part-time work","2024","60 - 64 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","38.5"
"Annual percentage of part-time work","2024","60 - 64 years","Female","Tertiary education (Levels 5-8)","%","38.3"
"Annual percentage of part-time work","2024","60 - 64 years","Female","Level of education - not stated","%",""
