"Statistic Label","Quarter","Sex","Education Attainment Level","Age Group","UNIT","VALUE"
"Employment rate","2023Q4","Both sexes","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2023Q4","Both sexes","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","All ages","%","84.3"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","20 - 24 years","%","71.1"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","25 - 29 years","%","85.4"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","25 - 54 years","%","88.9"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","30 - 34 years","%","90.2"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","35 - 39 years","%","89.1"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","40 - 44 years","%","89.8"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","45 - 49 years","%","91.4"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","50 - 54 years","%","86.9"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","55 - 59 years","%","79.5"
"Employment rate","2023Q4","Male","Levels of Education (Levels  0-8)","60 - 64 years","%","69.9"
"Employment rate","2023Q4","Male","Less than primary (Level 0)","All ages","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2023Q4","Male","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","All ages","%","62.7"
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","64.4"
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","50.4"
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","63.2"
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","69.5"
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","71.4"
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","60.9"
"Employment rate","2023Q4","Male","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","61.5"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","82.7"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","69.5"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","79"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","86.9"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","84.8"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","87.9"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","91"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","89.7"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","87.9"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","84.8"
"Employment rate","2023Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","79.3"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","All ages","%","91.8"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","20 - 24 years","%","82.1"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","25 - 29 years","%","91.8"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","25 - 54 years","%","95"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","30 - 34 years","%","95.7"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","35 - 39 years","%","96.5"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","40 - 44 years","%","95"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","45 - 49 years","%","97.2"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","50 - 54 years","%","92.9"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","55 - 59 years","%","86.6"
"Employment rate","2023Q4","Male","Tertiary education (Levels 5-8)","60 - 64 years","%","67.2"
"Employment rate","2023Q4","Male","Level of education - not stated","All ages","%","82.4"
"Employment rate","2023Q4","Male","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2023Q4","Male","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2023Q4","Male","Level of education - not stated","25 - 54 years","%","85"
"Employment rate","2023Q4","Male","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2023Q4","Male","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2023Q4","Male","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2023Q4","Male","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2023Q4","Male","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2023Q4","Male","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2023Q4","Male","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","All ages","%","74.2"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","20 - 24 years","%","71.1"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","25 - 29 years","%","82.1"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","25 - 54 years","%","78.8"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","30 - 34 years","%","77.9"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","35 - 39 years","%","77.4"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","40 - 44 years","%","80.4"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","45 - 49 years","%","80.6"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","50 - 54 years","%","74.8"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","55 - 59 years","%","65.3"
"Employment rate","2023Q4","Female","Levels of Education (Levels  0-8)","60 - 64 years","%","51.6"
"Employment rate","2023Q4","Female","Less than primary (Level 0)","All ages","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2023Q4","Female","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","All ages","%","38.7"
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","41.4"
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%",""
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","50.1"
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","44.9"
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","47.1"
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","39.2"
"Employment rate","2023Q4","Female","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","36.5"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","67.6"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","66.8"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","73.5"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","70.8"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","65"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","65.5"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","76.1"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","74.7"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","69.3"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","61.8"
"Employment rate","2023Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","56"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","All ages","%","84.3"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","20 - 24 years","%","84.5"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","25 - 29 years","%","88.1"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","25 - 54 years","%","86.9"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","30 - 34 years","%","87.5"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","35 - 39 years","%","86.2"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","40 - 44 years","%","87"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","45 - 49 years","%","87.5"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","50 - 54 years","%","85.2"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","55 - 59 years","%","80.6"
"Employment rate","2023Q4","Female","Tertiary education (Levels 5-8)","60 - 64 years","%","56.5"
"Employment rate","2023Q4","Female","Level of education - not stated","All ages","%","62.3"
"Employment rate","2023Q4","Female","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2023Q4","Female","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2023Q4","Female","Level of education - not stated","25 - 54 years","%","66.7"
"Employment rate","2023Q4","Female","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2023Q4","Female","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2023Q4","Female","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2023Q4","Female","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2023Q4","Female","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2023Q4","Female","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2023Q4","Female","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","All ages","%","79.2"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","20 - 24 years","%","70"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","25 - 29 years","%","82.5"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","25 - 54 years","%","83.6"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","30 - 34 years","%","84.2"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","35 - 39 years","%","83.7"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","40 - 44 years","%","84.2"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","45 - 49 years","%","84.7"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","50 - 54 years","%","82.3"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","55 - 59 years","%","74.6"
"Employment rate","2024Q1","Both sexes","Levels of Education (Levels  0-8)","60 - 64 years","%","60.6"
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","All ages","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2024Q1","Both sexes","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","All ages","%","55.8"
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","57.5"
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","49.9"
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","57.8"
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","63.2"
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","68.2"
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","58.4"
"Employment rate","2024Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","52.8"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","75.4"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","67.1"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","78"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","80.2"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","79.2"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","79.6"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","82.2"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","82.6"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","79.2"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","73.4"
"Employment rate","2024Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","62.3"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","All ages","%","87.3"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","20 - 24 years","%","83.9"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","25 - 29 years","%","89"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","25 - 54 years","%","89.6"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","30 - 34 years","%","90.4"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","35 - 39 years","%","90.1"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","40 - 44 years","%","89.4"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","45 - 49 years","%","89.4"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","50 - 54 years","%","89.3"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","55 - 59 years","%","84"
"Employment rate","2024Q1","Both sexes","Tertiary education (Levels 5-8)","60 - 64 years","%","65.4"
"Employment rate","2024Q1","Both sexes","Level of education - not stated","All ages","%","68.4"
"Employment rate","2024Q1","Both sexes","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2024Q1","Both sexes","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2024Q1","Both sexes","Level of education - not stated","25 - 54 years","%","74"
"Employment rate","2024Q1","Both sexes","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2024Q1","Both sexes","Level of education - not stated","35 - 39 years","%","74"
"Employment rate","2024Q1","Both sexes","Level of education - not stated","40 - 44 years","%","74.2"
"Employment rate","2024Q1","Both sexes","Level of education - not stated","45 - 49 years","%","80"
"Employment rate","2024Q1","Both sexes","Level of education - not stated","50 - 54 years","%","69.4"
"Employment rate","2024Q1","Both sexes","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2024Q1","Both sexes","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","All ages","%","84.1"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","20 - 24 years","%","70.6"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","25 - 29 years","%","85.2"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","25 - 54 years","%","88.5"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","30 - 34 years","%","89.2"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","35 - 39 years","%","88.5"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","40 - 44 years","%","89.7"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","45 - 49 years","%","89.4"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","50 - 54 years","%","88.4"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","55 - 59 years","%","81.6"
"Employment rate","2024Q1","Male","Levels of Education (Levels  0-8)","60 - 64 years","%","69.3"
"Employment rate","2024Q1","Male","Less than primary (Level 0)","All ages","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2024Q1","Male","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","All ages","%","65.5"
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","67.4"
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","62.8"
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","62.2"
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","75.5"
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","76.5"
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","68.4"
"Employment rate","2024Q1","Male","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","63.3"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","82.5"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","68.1"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","81.1"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","87.5"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","86"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","87.5"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","92.4"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","88.1"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","89.1"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","86.3"
"Employment rate","2024Q1","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","74"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","All ages","%","91.3"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","20 - 24 years","%","86.7"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","25 - 29 years","%","91"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","25 - 54 years","%","93.7"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","30 - 34 years","%","95.4"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","35 - 39 years","%","94.7"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","40 - 44 years","%","93.8"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","45 - 49 years","%","94.1"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","50 - 54 years","%","93"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","55 - 59 years","%","86.5"
"Employment rate","2024Q1","Male","Tertiary education (Levels 5-8)","60 - 64 years","%","71.5"
"Employment rate","2024Q1","Male","Level of education - not stated","All ages","%","74.9"
"Employment rate","2024Q1","Male","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2024Q1","Male","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2024Q1","Male","Level of education - not stated","25 - 54 years","%","80.3"
"Employment rate","2024Q1","Male","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2024Q1","Male","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2024Q1","Male","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2024Q1","Male","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2024Q1","Male","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2024Q1","Male","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2024Q1","Male","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","All ages","%","74.4"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","20 - 24 years","%","69.3"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","25 - 29 years","%","79.7"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","25 - 54 years","%","79"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","30 - 34 years","%","79.5"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","35 - 39 years","%","79.2"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","40 - 44 years","%","79.1"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","45 - 49 years","%","80.2"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","50 - 54 years","%","76.3"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","55 - 59 years","%","67.8"
"Employment rate","2024Q1","Female","Levels of Education (Levels  0-8)","60 - 64 years","%","52.2"
"Employment rate","2024Q1","Female","Less than primary (Level 0)","All ages","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2024Q1","Female","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","All ages","%","40.4"
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","40.4"
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%",""
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%",""
