"Statistic Label","Quarter","Sex","Age Group","Education Attainment Level","UNIT","VALUE"
"Long-term unemployment rate","2023Q2","Both sexes","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Both sexes","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Both sexes","25 - 54 years","Levels of Education (Levels  0-8)","%","1.1"
"Long-term unemployment rate","2023Q2","Both sexes","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.5"
"Long-term unemployment rate","2023Q2","Both sexes","25 - 54 years","Tertiary education (Levels 5-8)","%","0.6"
"Long-term unemployment rate","2023Q2","Both sexes","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Both sexes","55 - 74 years","Levels of Education (Levels  0-8)","%","1.3"
"Long-term unemployment rate","2023Q2","Both sexes","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Both sexes","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Male","All ages","Levels of Education (Levels  0-8)","%","1.4"
"Long-term unemployment rate","2023Q2","Male","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Male","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Male","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.6"
"Long-term unemployment rate","2023Q2","Male","All ages","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Male","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Male","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q2","Male","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Male","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Male","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q2","Male","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Male","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Male","25 - 54 years","Levels of Education (Levels  0-8)","%","1.3"
"Long-term unemployment rate","2023Q2","Male","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Male","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Male","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q2","Male","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Male","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Male","55 - 74 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q2","Male","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Male","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Male","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q2","Male","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Male","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Female","All ages","Levels of Education (Levels  0-8)","%","0.9"
"Long-term unemployment rate","2023Q2","Female","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Female","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Female","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.4"
"Long-term unemployment rate","2023Q2","Female","All ages","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Female","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Female","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q2","Female","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Female","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Female","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q2","Female","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Female","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Female","25 - 54 years","Levels of Education (Levels  0-8)","%","0.9"
"Long-term unemployment rate","2023Q2","Female","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Female","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Female","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q2","Female","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Female","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q2","Female","55 - 74 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q2","Female","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q2","Female","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q2","Female","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q2","Female","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q2","Female","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Both sexes","All ages","Levels of Education (Levels  0-8)","%","1.1"
"Long-term unemployment rate","2023Q3","Both sexes","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","All ages","Primary and lower secondary education (Levels 1-2)","%","2.5"
"Long-term unemployment rate","2023Q3","Both sexes","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.5"
"Long-term unemployment rate","2023Q3","Both sexes","All ages","Tertiary education (Levels 5-8)","%","0.6"
"Long-term unemployment rate","2023Q3","Both sexes","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Both sexes","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Both sexes","25 - 54 years","Levels of Education (Levels  0-8)","%","1.1"
"Long-term unemployment rate","2023Q3","Both sexes","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.6"
"Long-term unemployment rate","2023Q3","Both sexes","25 - 54 years","Tertiary education (Levels 5-8)","%","0.5"
"Long-term unemployment rate","2023Q3","Both sexes","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Both sexes","55 - 74 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Both sexes","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Male","All ages","Levels of Education (Levels  0-8)","%","1.2"
"Long-term unemployment rate","2023Q3","Male","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Male","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Male","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.4"
"Long-term unemployment rate","2023Q3","Male","All ages","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Male","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Male","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q3","Male","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Male","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Male","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q3","Male","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Male","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Male","25 - 54 years","Levels of Education (Levels  0-8)","%","1.1"
"Long-term unemployment rate","2023Q3","Male","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Male","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Male","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q3","Male","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Male","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Male","55 - 74 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q3","Male","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Male","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Male","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q3","Male","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Male","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Female","All ages","Levels of Education (Levels  0-8)","%","1"
"Long-term unemployment rate","2023Q3","Female","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Female","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Female","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.6"
"Long-term unemployment rate","2023Q3","Female","All ages","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Female","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Female","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q3","Female","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Female","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Female","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q3","Female","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Female","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Female","25 - 54 years","Levels of Education (Levels  0-8)","%","1.1"
"Long-term unemployment rate","2023Q3","Female","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Female","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Female","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q3","Female","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Female","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q3","Female","55 - 74 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q3","Female","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q3","Female","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q3","Female","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q3","Female","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q3","Female","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Both sexes","All ages","Levels of Education (Levels  0-8)","%","1.1"
"Long-term unemployment rate","2023Q4","Both sexes","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","All ages","Primary and lower secondary education (Levels 1-2)","%","3.1"
"Long-term unemployment rate","2023Q4","Both sexes","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.4"
"Long-term unemployment rate","2023Q4","Both sexes","All ages","Tertiary education (Levels 5-8)","%","0.4"
"Long-term unemployment rate","2023Q4","Both sexes","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Both sexes","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Both sexes","25 - 54 years","Levels of Education (Levels  0-8)","%","1"
"Long-term unemployment rate","2023Q4","Both sexes","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.6"
"Long-term unemployment rate","2023Q4","Both sexes","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Both sexes","55 - 74 years","Levels of Education (Levels  0-8)","%","1.1"
"Long-term unemployment rate","2023Q4","Both sexes","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Both sexes","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Male","All ages","Levels of Education (Levels  0-8)","%","1.2"
"Long-term unemployment rate","2023Q4","Male","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Male","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Male","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Male","All ages","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Male","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Male","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q4","Male","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Male","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Male","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Male","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Male","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Male","25 - 54 years","Levels of Education (Levels  0-8)","%","1.2"
"Long-term unemployment rate","2023Q4","Male","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Male","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Male","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Male","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Male","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Male","55 - 74 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q4","Male","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Male","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Male","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Male","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Male","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Female","All ages","Levels of Education (Levels  0-8)","%","0.9"
"Long-term unemployment rate","2023Q4","Female","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Female","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Female","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.7"
"Long-term unemployment rate","2023Q4","Female","All ages","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Female","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Female","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q4","Female","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Female","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Female","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Female","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Female","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Female","25 - 54 years","Levels of Education (Levels  0-8)","%","0.8"
"Long-term unemployment rate","2023Q4","Female","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Female","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Female","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Female","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Female","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2023Q4","Female","55 - 74 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2023Q4","Female","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2023Q4","Female","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2023Q4","Female","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2023Q4","Female","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2023Q4","Female","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Both sexes","All ages","Levels of Education (Levels  0-8)","%","1"
"Long-term unemployment rate","2024Q1","Both sexes","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.5"
"Long-term unemployment rate","2024Q1","Both sexes","All ages","Tertiary education (Levels 5-8)","%","0.6"
"Long-term unemployment rate","2024Q1","Both sexes","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Both sexes","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Both sexes","25 - 54 years","Levels of Education (Levels  0-8)","%","0.9"
"Long-term unemployment rate","2024Q1","Both sexes","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.6"
"Long-term unemployment rate","2024Q1","Both sexes","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Both sexes","55 - 74 years","Levels of Education (Levels  0-8)","%","1.2"
"Long-term unemployment rate","2024Q1","Both sexes","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Both sexes","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Male","All ages","Levels of Education (Levels  0-8)","%","1.1"
"Long-term unemployment rate","2024Q1","Male","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Male","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Male","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.3"
"Long-term unemployment rate","2024Q1","Male","All ages","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Male","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Male","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2024Q1","Male","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Male","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Male","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2024Q1","Male","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Male","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Male","25 - 54 years","Levels of Education (Levels  0-8)","%","1"
"Long-term unemployment rate","2024Q1","Male","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Male","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Male","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2024Q1","Male","25 - 54 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Male","25 - 54 years","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Male","55 - 74 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2024Q1","Male","55 - 74 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Male","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Male","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2024Q1","Male","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Male","55 - 74 years","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Female","All ages","Levels of Education (Levels  0-8)","%","1"
"Long-term unemployment rate","2024Q1","Female","All ages","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Female","All ages","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Female","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","1.7"
"Long-term unemployment rate","2024Q1","Female","All ages","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Female","All ages","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Female","15 - 24 years","Levels of Education (Levels  0-8)","%",""
"Long-term unemployment rate","2024Q1","Female","15 - 24 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Female","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Long-term unemployment rate","2024Q1","Female","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Long-term unemployment rate","2024Q1","Female","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Long-term unemployment rate","2024Q1","Female","15 - 24 years","Level of education - not stated","%",""
"Long-term unemployment rate","2024Q1","Female","25 - 54 years","Levels of Education (Levels  0-8)","%","0.9"
"Long-term unemployment rate","2024Q1","Female","25 - 54 years","Less than primary (Level 0)","%",""
"Long-term unemployment rate","2024Q1","Female","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
