Year,Age Group,Sex,Education Attainment Level,NUTS 2 Region,Employment_Rate,Unemployment_Rate
2024,20 - 24 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,70.2,
2024,20 - 24 years,Female,Levels of Education (Levels  0-8),Ireland,69.8,
2024,20 - 24 years,Female,Levels of Education (Levels  0-8),Northern and Western,67.4,
2024,20 - 24 years,Female,Levels of Education (Levels  0-8),Southern,70.5,
2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,84.3,
2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Ireland,83.8,
2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,,
2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Southern,86.8,
2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,63.5,
2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,63.4,
2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,65.1,
2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,62.2,
2024,20 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,,
2024,20 - 24 years,Male,Less than primary (Level 0),Ireland,,
2024,20 - 24 years,Male,Less than primary (Level 0),Northern and Western,,
2024,20 - 24 years,Male,Less than primary (Level 0),Southern,,
2024,20 - 24 years,Male,Level of education - not stated,Eastern and Midland,,
2024,20 - 24 years,Male,Level of education - not stated,Ireland,,
2024,20 - 24 years,Male,Level of education - not stated,Northern and Western,,
2024,20 - 24 years,Male,Level of education - not stated,Southern,,
2024,20 - 24 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,71.2,
2024,20 - 24 years,Male,Levels of Education (Levels  0-8),Ireland,70.8,
2024,20 - 24 years,Male,Levels of Education (Levels  0-8),Northern and Western,72.3,
2024,20 - 24 years,Male,Levels of Education (Levels  0-8),Southern,69.4,
2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,76.2,
2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Ireland,77.8,
2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,,
2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Southern,80.3,
2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,72.1,
2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,71.0,
2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,73.0,
2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,68.6,
2024,25 - 29 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2024,25 - 29 years,Both sexes,Less than primary (Level 0),Ireland,,
2024,25 - 29 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2024,25 - 29 years,Both sexes,Less than primary (Level 0),Southern,,
2024,25 - 29 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2024,25 - 29 years,Both sexes,Level of education - not stated,Ireland,,
2024,25 - 29 years,Both sexes,Level of education - not stated,Northern and Western,,
2024,25 - 29 years,Both sexes,Level of education - not stated,Southern,,
2024,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,84.5,
2024,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Ireland,83.9,
2024,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,77.9,
2024,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Southern,85.8,
2024,25 - 29 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,25 - 29 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,25 - 29 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,25 - 29 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2024,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,88.7,
2024,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Ireland,89.8,
2024,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,91.2,
2024,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Southern,90.9,
2024,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,77.9,
2024,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,76.7,
2024,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,82.2,
2024,25 - 29 years,Female,Less than primary (Level 0),Eastern and Midland,,
2024,25 - 29 years,Female,Less than primary (Level 0),Ireland,,
2024,25 - 29 years,Female,Less than primary (Level 0),Northern and Western,,
2024,25 - 29 years,Female,Less than primary (Level 0),Southern,,
2024,25 - 29 years,Female,Level of education - not stated,Eastern and Midland,,
2024,25 - 29 years,Female,Level of education - not stated,Ireland,,
2024,25 - 29 years,Female,Level of education - not stated,Northern and Western,,
2024,25 - 29 years,Female,Level of education - not stated,Southern,,
2024,25 - 29 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,80.0,
2024,25 - 29 years,Female,Levels of Education (Levels  0-8),Ireland,80.8,
2024,25 - 29 years,Female,Levels of Education (Levels  0-8),Northern and Western,77.9,
2024,25 - 29 years,Female,Levels of Education (Levels  0-8),Southern,83.7,
2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.2,
2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Ireland,87.9,
2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Northern and Western,,
2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Southern,89.9,
2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,70.9,
2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,69.5,
2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2024,25 - 29 years,Male,Less than primary (Level 0),Eastern and Midland,,
2024,25 - 29 years,Male,Less than primary (Level 0),Ireland,,
2024,25 - 29 years,Male,Less than primary (Level 0),Northern and Western,,
2024,25 - 29 years,Male,Less than primary (Level 0),Southern,,
2024,25 - 29 years,Male,Level of education - not stated,Eastern and Midland,,
2024,25 - 29 years,Male,Level of education - not stated,Ireland,,
2024,25 - 29 years,Male,Level of education - not stated,Northern and Western,,
2024,25 - 29 years,Male,Level of education - not stated,Southern,,
2024,25 - 29 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,88.9,
2024,25 - 29 years,Male,Levels of Education (Levels  0-8),Ireland,86.9,
2024,25 - 29 years,Male,Levels of Education (Levels  0-8),Northern and Western,77.9,
2024,25 - 29 years,Male,Levels of Education (Levels  0-8),Southern,87.9,
2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,92.4,
2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Ireland,91.9,
2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Northern and Western,,
2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Southern,92.3,
2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,84.1,
2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,82.3,
2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,88.6,
2024,25 - 54 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2024,25 - 54 years,Both sexes,Less than primary (Level 0),Ireland,,
2024,25 - 54 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2024,25 - 54 years,Both sexes,Less than primary (Level 0),Southern,,
2024,25 - 54 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2024,25 - 54 years,Both sexes,Level of education - not stated,Ireland,,
2024,25 - 54 years,Both sexes,Level of education - not stated,Northern and Western,,
2024,25 - 54 years,Both sexes,Level of education - not stated,Southern,,
2024,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,,3.5
2024,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,,3.5
2024,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,,
2024,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,,3.7
2024,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2024,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,,2.9
2024,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,,2.9
2024,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,,
2024,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,,2.8
2024,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,4.1
2024,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,4.3
2024,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2024,25 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,,
2024,25 - 54 years,Female,Less than primary (Level 0),Ireland,,
2024,25 - 54 years,Female,Less than primary (Level 0),Northern and Western,,
2024,25 - 54 years,Female,Less than primary (Level 0),Southern,,
2024,25 - 54 years,Female,Level of education - not stated,Eastern and Midland,,
2024,25 - 54 years,Female,Level of education - not stated,Ireland,,
2024,25 - 54 years,Female,Level of education - not stated,Northern and Western,,
2024,25 - 54 years,Female,Level of education - not stated,Southern,,
2024,25 - 54 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,,3.7
2024,25 - 54 years,Female,Levels of Education (Levels  0-8),Ireland,,3.5
2024,25 - 54 years,Female,Levels of Education (Levels  0-8),Northern and Western,,
2024,25 - 54 years,Female,Levels of Education (Levels  0-8),Southern,,4.0
2024,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2024,25 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,,3.3
2024,25 - 54 years,Female,Tertiary education (Levels 5-8),Ireland,,2.9
2024,25 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,,
2024,25 - 54 years,Female,Tertiary education (Levels 5-8),Southern,,
2024,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,
2024,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,4.6
2024,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2024,25 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,,
2024,25 - 54 years,Male,Less than primary (Level 0),Ireland,,
2024,25 - 54 years,Male,Less than primary (Level 0),Northern and Western,,
2024,25 - 54 years,Male,Less than primary (Level 0),Southern,,
2024,25 - 54 years,Male,Level of education - not stated,Eastern and Midland,,
2024,25 - 54 years,Male,Level of education - not stated,Ireland,,
2024,25 - 54 years,Male,Level of education - not stated,Northern and Western,,
2024,25 - 54 years,Male,Level of education - not stated,Southern,,
2024,25 - 54 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,,3.4
2024,25 - 54 years,Male,Levels of Education (Levels  0-8),Ireland,,3.5
2024,25 - 54 years,Male,Levels of Education (Levels  0-8),Northern and Western,,
2024,25 - 54 years,Male,Levels of Education (Levels  0-8),Southern,,3.4
2024,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,25 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2024,25 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,,
2024,25 - 54 years,Male,Tertiary education (Levels 5-8),Ireland,,2.8
2024,25 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,,
2024,25 - 54 years,Male,Tertiary education (Levels 5-8),Southern,,
2024,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,
2024,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,4.1
2024,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2024,30 - 34 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2024,30 - 34 years,Both sexes,Less than primary (Level 0),Ireland,,
2024,30 - 34 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2024,30 - 34 years,Both sexes,Less than primary (Level 0),Southern,,
2024,30 - 34 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2024,30 - 34 years,Both sexes,Level of education - not stated,Ireland,,
2024,30 - 34 years,Both sexes,Level of education - not stated,Northern and Western,,
2024,30 - 34 years,Both sexes,Level of education - not stated,Southern,,
2024,30 - 34 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,85.8,
2024,30 - 34 years,Both sexes,Levels of Education (Levels  0-8),Ireland,83.9,
2024,30 - 34 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,79.6,
2024,30 - 34 years,Both sexes,Levels of Education (Levels  0-8),Southern,82.8,
2024,30 - 34 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,30 - 34 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,30 - 34 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,30 - 34 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2024,30 - 34 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,90.6,
2024,30 - 34 years,Both sexes,Tertiary education (Levels 5-8),Ireland,89.5,
2024,30 - 34 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,84.9,
2024,30 - 34 years,Both sexes,Tertiary education (Levels 5-8),Southern,89.4,
2024,30 - 34 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,75.5,
2024,30 - 34 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,77.1,
2024,30 - 34 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,30 - 34 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,78.3,
2024,30 - 34 years,Female,Less than primary (Level 0),Eastern and Midland,,
2024,30 - 34 years,Female,Less than primary (Level 0),Ireland,,
2024,30 - 34 years,Female,Less than primary (Level 0),Northern and Western,,
2024,30 - 34 years,Female,Less than primary (Level 0),Southern,,
2024,30 - 34 years,Female,Level of education - not stated,Eastern and Midland,,
2024,30 - 34 years,Female,Level of education - not stated,Ireland,,
2024,30 - 34 years,Female,Level of education - not stated,Northern and Western,,
2024,30 - 34 years,Female,Level of education - not stated,Southern,,
2024,30 - 34 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,84.0,
2024,30 - 34 years,Female,Levels of Education (Levels  0-8),Ireland,80.8,
2024,30 - 34 years,Female,Levels of Education (Levels  0-8),Northern and Western,75.5,
2024,30 - 34 years,Female,Levels of Education (Levels  0-8),Southern,77.8,
2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,90.1,
2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Ireland,86.7,
2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Northern and Western,,
2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Southern,83.0,
2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,73.4,
2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,72.3,
2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2024,30 - 34 years,Male,Less than primary (Level 0),Eastern and Midland,,
2024,30 - 34 years,Male,Less than primary (Level 0),Ireland,,
2024,30 - 34 years,Male,Less than primary (Level 0),Northern and Western,,
2024,30 - 34 years,Male,Less than primary (Level 0),Southern,,
2024,30 - 34 years,Male,Level of education - not stated,Eastern and Midland,,
2024,30 - 34 years,Male,Level of education - not stated,Ireland,,
2024,30 - 34 years,Male,Level of education - not stated,Northern and Western,,
2024,30 - 34 years,Male,Level of education - not stated,Southern,,
2024,30 - 34 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,87.6,
2024,30 - 34 years,Male,Levels of Education (Levels  0-8),Ireland,87.2,
2024,30 - 34 years,Male,Levels of Education (Levels  0-8),Northern and Western,83.9,
2024,30 - 34 years,Male,Levels of Education (Levels  0-8),Southern,88.1,
2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,91.2,
2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Ireland,92.7,
2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Northern and Western,,
2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Southern,97.3,
2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,77.4,
2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,81.1,
2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,80.5,
2024,35 - 39 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2024,35 - 39 years,Both sexes,Less than primary (Level 0),Ireland,,
2024,35 - 39 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2024,35 - 39 years,Both sexes,Less than primary (Level 0),Southern,,
2024,35 - 39 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2024,35 - 39 years,Both sexes,Level of education - not stated,Ireland,,
2024,35 - 39 years,Both sexes,Level of education - not stated,Northern and Western,,
2024,35 - 39 years,Both sexes,Level of education - not stated,Southern,,
2024,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,85.3,
2024,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Ireland,85.0,
2024,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,84.2,
2024,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Southern,85.0,
2024,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2024,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,91.3,
2024,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Ireland,90.2,
2024,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,84.0,
2024,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Southern,91.8,
2024,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,80.3,
2024,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,81.7,
2024,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,84.3,
2024,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,82.9,
2024,35 - 39 years,Female,Less than primary (Level 0),Eastern and Midland,,
2024,35 - 39 years,Female,Less than primary (Level 0),Ireland,,
2024,35 - 39 years,Female,Less than primary (Level 0),Northern and Western,,
2024,35 - 39 years,Female,Less than primary (Level 0),Southern,,
2024,35 - 39 years,Female,Level of education - not stated,Eastern and Midland,,
2024,35 - 39 years,Female,Level of education - not stated,Ireland,,
2024,35 - 39 years,Female,Level of education - not stated,Northern and Western,,
2024,35 - 39 years,Female,Level of education - not stated,Southern,,
2024,35 - 39 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,81.2,
2024,35 - 39 years,Female,Levels of Education (Levels  0-8),Ireland,81.0,
2024,35 - 39 years,Female,Levels of Education (Levels  0-8),Northern and Western,85.7,
2024,35 - 39 years,Female,Levels of Education (Levels  0-8),Southern,78.4,
2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,87.8,
2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Ireland,87.2,
2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Northern and Western,86.1,
2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Southern,86.6,
2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,71.6,
2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,73.8,
2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,72.6,
2024,35 - 39 years,Male,Less than primary (Level 0),Eastern and Midland,,
2024,35 - 39 years,Male,Less than primary (Level 0),Ireland,,
2024,35 - 39 years,Male,Less than primary (Level 0),Northern and Western,,
2024,35 - 39 years,Male,Less than primary (Level 0),Southern,,
2024,35 - 39 years,Male,Level of education - not stated,Eastern and Midland,,
2024,35 - 39 years,Male,Level of education - not stated,Ireland,,
2024,35 - 39 years,Male,Level of education - not stated,Northern and Western,,
2024,35 - 39 years,Male,Level of education - not stated,Southern,,
2024,35 - 39 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,89.7,
2024,35 - 39 years,Male,Levels of Education (Levels  0-8),Ireland,89.3,
2024,35 - 39 years,Male,Levels of Education (Levels  0-8),Northern and Western,82.5,
2024,35 - 39 years,Male,Levels of Education (Levels  0-8),Southern,92.3,
2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,
2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,95.6,
2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Ireland,93.9,
2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Northern and Western,81.6,
2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Southern,97.7,
2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,88.3,
2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,89.4,
2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,93.6,
2024,40 - 44 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2024,40 - 44 years,Both sexes,Less than primary (Level 0),Ireland,,
2024,40 - 44 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2024,40 - 44 years,Both sexes,Less than primary (Level 0),Southern,,
2024,40 - 44 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2024,40 - 44 years,Both sexes,Level of education - not stated,Ireland,,
2024,40 - 44 years,Both sexes,Level of education - not stated,Northern and Western,,
2024,40 - 44 years,Both sexes,Level of education - not stated,Southern,,
2024,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,85.3,
2024,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Ireland,84.9,
2024,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,84.6,
2024,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Southern,84.4,
