Statistic Label,Year,Age Group,Sex,Education Attainment Level,NUTS 2 Region,UNIT,VALUE
Unemployment Rate,2021,All ages,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,4.5
Unemployment Rate,2021,All ages,Male,Levels of Education (Levels  0-8),Ireland,%,6.4
Unemployment Rate,2021,All ages,Male,Levels of Education (Levels  0-8),Northern and Western,%,4.3
Unemployment Rate,2021,All ages,Male,Levels of Education (Levels  0-8),Southern,%,7.4
Unemployment Rate,2021,All ages,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,6.5
Unemployment Rate,2021,All ages,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,8.6
Unemployment Rate,2021,All ages,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,10.1
Unemployment Rate,2021,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,7.4
Unemployment Rate,2021,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,8.6
Unemployment Rate,2021,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,7.4
Unemployment Rate,2021,All ages,Male,Tertiary education (Levels 5-8),Ireland,%,4.7
Unemployment Rate,2021,All ages,Male,Tertiary education (Levels 5-8),Southern,%,4.6
Unemployment Rate,2021,All ages,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,4.9
Unemployment Rate,2021,All ages,Female,Levels of Education (Levels  0-8),Ireland,%,6.4
Unemployment Rate,2021,All ages,Female,Levels of Education (Levels  0-8),Northern and Western,%,5.4
Unemployment Rate,2021,All ages,Female,Levels of Education (Levels  0-8),Southern,%,6.1
Unemployment Rate,2021,All ages,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,6.9
Unemployment Rate,2021,All ages,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,15.1
Unemployment Rate,2021,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,9.1
Unemployment Rate,2021,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,8.4
Unemployment Rate,2021,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,10.2
Unemployment Rate,2021,All ages,Female,Tertiary education (Levels 5-8),Ireland,%,3.7
Unemployment Rate,2021,All ages,Female,Tertiary education (Levels 5-8),Southern,%,3.5
Unemployment Rate,2021,All ages,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,4.0
Unemployment Rate,2021,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,15.7
Unemployment Rate,2021,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,16.9
Unemployment Rate,2021,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,16.2
Unemployment Rate,2021,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,26.4
Unemployment Rate,2021,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,14.6
Unemployment Rate,2021,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,16.4
Unemployment Rate,2021,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,14.2
Unemployment Rate,2021,15 - 24 years,Male,Levels of Education (Levels  0-8),Ireland,%,15.1
Unemployment Rate,2021,15 - 24 years,Male,Levels of Education (Levels  0-8),Southern,%,17.0
Unemployment Rate,2021,15 - 24 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,14.6
Unemployment Rate,2021,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,12.6
Unemployment Rate,2021,15 - 24 years,Female,Levels of Education (Levels  0-8),Ireland,%,16.3
Unemployment Rate,2021,15 - 24 years,Female,Levels of Education (Levels  0-8),Southern,%,16.8
Unemployment Rate,2021,15 - 24 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,17.8
Unemployment Rate,2021,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,17.0
Unemployment Rate,2021,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,5.0
Unemployment Rate,2021,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,4.1
Unemployment Rate,2021,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,5.2
Unemployment Rate,2021,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,5.3
Unemployment Rate,2021,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,6.7
Unemployment Rate,2021,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,6.3
Unemployment Rate,2021,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,7.6
Unemployment Rate,2021,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,3.7
Unemployment Rate,2021,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,3.6
Unemployment Rate,2021,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,3.9
Unemployment Rate,2021,25 - 54 years,Male,Levels of Education (Levels  0-8),Ireland,%,5.3
Unemployment Rate,2021,25 - 54 years,Male,Levels of Education (Levels  0-8),Southern,%,6.1
Unemployment Rate,2021,25 - 54 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,5.4
Unemployment Rate,2021,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,6.2
Unemployment Rate,2021,25 - 54 years,Male,Tertiary education (Levels 5-8),Ireland,%,4.2
Unemployment Rate,2021,25 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,4.7
Unemployment Rate,2021,25 - 54 years,Female,Levels of Education (Levels  0-8),Ireland,%,4.8
Unemployment Rate,2021,25 - 54 years,Female,Levels of Education (Levels  0-8),Southern,%,4.2
Unemployment Rate,2021,25 - 54 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,5.1
Unemployment Rate,2021,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,7.4
Unemployment Rate,2021,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,8.9
Unemployment Rate,2021,25 - 54 years,Female,Tertiary education (Levels 5-8),Ireland,%,3.3
Unemployment Rate,2021,25 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,3.1
Unemployment Rate,2021,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,4.9
Unemployment Rate,2021,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,5.6
Unemployment Rate,2021,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,5.6
Unemployment Rate,2021,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.3
Unemployment Rate,2021,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,4.3
Unemployment Rate,2021,55 - 74 years,Male,Levels of Education (Levels  0-8),Ireland,%,4.9
Unemployment Rate,2021,55 - 74 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,5.5
Unemployment Rate,2021,55 - 74 years,Female,Levels of Education (Levels  0-8),Ireland,%,4.9
Unemployment Rate,2022,All ages,Both sexes,Levels of Education (Levels  0-8),Ireland,%,4.5
Unemployment Rate,2022,All ages,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,3.6
Unemployment Rate,2022,All ages,Both sexes,Levels of Education (Levels  0-8),Southern,%,4.2
Unemployment Rate,2022,All ages,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,4.9
Unemployment Rate,2022,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,8.5
Unemployment Rate,2022,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,8.0
Unemployment Rate,2022,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,10.5
Unemployment Rate,2022,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.1
Unemployment Rate,2022,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,5.4
Unemployment Rate,2022,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.3
Unemployment Rate,2022,All ages,Both sexes,Tertiary education (Levels 5-8),Ireland,%,3.3
Unemployment Rate,2022,All ages,Both sexes,Tertiary education (Levels 5-8),Southern,%,2.6
Unemployment Rate,2022,All ages,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,3.7
Unemployment Rate,2022,All ages,Male,Levels of Education (Levels  0-8),Ireland,%,4.3
Unemployment Rate,2022,All ages,Male,Levels of Education (Levels  0-8),Southern,%,4.7
Unemployment Rate,2022,All ages,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,4.6
Unemployment Rate,2022,All ages,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,7.2
Unemployment Rate,2022,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.3
Unemployment Rate,2022,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,5.7
Unemployment Rate,2022,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.4
Unemployment Rate,2022,All ages,Male,Tertiary education (Levels 5-8),Ireland,%,2.8
Unemployment Rate,2022,All ages,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,3.0
Unemployment Rate,2022,All ages,Female,Levels of Education (Levels  0-8),Ireland,%,4.7
Unemployment Rate,2022,All ages,Female,Levels of Education (Levels  0-8),Northern and Western,%,4.2
Unemployment Rate,2022,All ages,Female,Levels of Education (Levels  0-8),Southern,%,3.8
Unemployment Rate,2022,All ages,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,5.4
Unemployment Rate,2022,All ages,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,11.0
Unemployment Rate,2022,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,4.9
Unemployment Rate,2022,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.3
Unemployment Rate,2022,All ages,Female,Tertiary education (Levels 5-8),Ireland,%,3.8
Unemployment Rate,2022,All ages,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,4.5
Unemployment Rate,2022,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,9.4
Unemployment Rate,2022,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,10.0
Unemployment Rate,2022,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,9.8
Unemployment Rate,2022,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,15.7
Unemployment Rate,2022,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,7.7
Unemployment Rate,2022,15 - 24 years,Male,Levels of Education (Levels  0-8),Ireland,%,9.3
Unemployment Rate,2022,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,8.6
Unemployment Rate,2022,15 - 24 years,Female,Levels of Education (Levels  0-8),Ireland,%,9.6
Unemployment Rate,2022,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,3.8
Unemployment Rate,2022,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,2.8
Unemployment Rate,2022,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,3.4
Unemployment Rate,2022,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,4.4
Unemployment Rate,2022,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,4.7
Unemployment Rate,2022,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,4.7
Unemployment Rate,2022,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.1
Unemployment Rate,2022,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,3.1
Unemployment Rate,2022,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,3.6
Unemployment Rate,2022,25 - 54 years,Male,Levels of Education (Levels  0-8),Ireland,%,3.7
Unemployment Rate,2022,25 - 54 years,Male,Levels of Education (Levels  0-8),Southern,%,3.7
Unemployment Rate,2022,25 - 54 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,4.1
Unemployment Rate,2022,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,4.9
Unemployment Rate,2022,25 - 54 years,Male,Tertiary education (Levels 5-8),Ireland,%,2.7
Unemployment Rate,2022,25 - 54 years,Female,Levels of Education (Levels  0-8),Ireland,%,3.9
Unemployment Rate,2022,25 - 54 years,Female,Levels of Education (Levels  0-8),Southern,%,3.0
Unemployment Rate,2022,25 - 54 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,4.7
Unemployment Rate,2022,25 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,4.4
Unemployment Rate,2022,25 - 54 years,Female,Tertiary education (Levels 5-8),Ireland,%,3.4
Unemployment Rate,2022,25 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,4.2
Unemployment Rate,2022,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,3.7
Unemployment Rate,2022,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,3.7
Unemployment Rate,2022,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,3.6
Unemployment Rate,2022,55 - 74 years,Male,Levels of Education (Levels  0-8),Ireland,%,3.5
Unemployment Rate,2022,55 - 74 years,Female,Levels of Education (Levels  0-8),Ireland,%,3.9
Unemployment Rate,2023,All ages,Both sexes,Levels of Education (Levels  0-8),Ireland,%,4.3
Unemployment Rate,2023,All ages,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,3.7
Unemployment Rate,2023,All ages,Both sexes,Levels of Education (Levels  0-8),Southern,%,4.6
Unemployment Rate,2023,All ages,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,4.2
Unemployment Rate,2023,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,7.5
Unemployment Rate,2023,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,7.2
Unemployment Rate,2023,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,10.9
Unemployment Rate,2023,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.5
Unemployment Rate,2023,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,4.6
Unemployment Rate,2023,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,6.0
Unemployment Rate,2023,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.5
Unemployment Rate,2023,All ages,Both sexes,Tertiary education (Levels 5-8),Ireland,%,2.9
Unemployment Rate,2023,All ages,Both sexes,Tertiary education (Levels 5-8),Southern,%,3.1
Unemployment Rate,2023,All ages,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,2.5
Unemployment Rate,2023,All ages,Male,Levels of Education (Levels  0-8),Ireland,%,4.3
Unemployment Rate,2023,All ages,Male,Levels of Education (Levels  0-8),Southern,%,5.1
Unemployment Rate,2023,All ages,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,4.3
Unemployment Rate,2023,All ages,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,6.7
Unemployment Rate,2023,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.5
Unemployment Rate,2023,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,6.8
Unemployment Rate,2023,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.3
Unemployment Rate,2023,All ages,Male,Tertiary education (Levels 5-8),Ireland,%,2.7
Unemployment Rate,2023,All ages,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,2.5
Unemployment Rate,2023,All ages,Female,Levels of Education (Levels  0-8),Ireland,%,4.2
Unemployment Rate,2023,All ages,Female,Levels of Education (Levels  0-8),Northern and Western,%,4.7
Unemployment Rate,2023,All ages,Female,Levels of Education (Levels  0-8),Southern,%,4.1
Unemployment Rate,2023,All ages,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,4.1
Unemployment Rate,2023,All ages,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,9.2
Unemployment Rate,2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.5
Unemployment Rate,2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.8
Unemployment Rate,2023,All ages,Female,Tertiary education (Levels 5-8),Ireland,%,3.0
Unemployment Rate,2023,All ages,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,2.6
Unemployment Rate,2023,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,10.2
Unemployment Rate,2023,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,10.7
Unemployment Rate,2023,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,10.7
Unemployment Rate,2023,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,17.4
Unemployment Rate,2023,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,8.2
Unemployment Rate,2023,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,9.0
Unemployment Rate,2023,15 - 24 years,Male,Levels of Education (Levels  0-8),Ireland,%,10.8
Unemployment Rate,2023,15 - 24 years,Male,Levels of Education (Levels  0-8),Southern,%,10.8
Unemployment Rate,2023,15 - 24 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,11.5
Unemployment Rate,2023,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,9.4
Unemployment Rate,2023,15 - 24 years,Female,Levels of Education (Levels  0-8),Ireland,%,9.6
Unemployment Rate,2023,15 - 24 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,9.8
Unemployment Rate,2023,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,6.5
Unemployment Rate,2023,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,3.5
Unemployment Rate,2023,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,3.4
Unemployment Rate,2023,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,4.2
Unemployment Rate,2023,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,3.2
Unemployment Rate,2023,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,4.9
Unemployment Rate,2023,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,6.3
Unemployment Rate,2023,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,4.1
Unemployment Rate,2023,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,2.5
Unemployment Rate,2023,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,2.3
Unemployment Rate,2023,25 - 54 years,Male,Levels of Education (Levels  0-8),Ireland,%,3.7
Unemployment Rate,2023,25 - 54 years,Male,Levels of Education (Levels  0-8),Southern,%,5.1
Unemployment Rate,2023,25 - 54 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,3.3
Unemployment Rate,2023,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.1
Unemployment Rate,2023,25 - 54 years,Male,Tertiary education (Levels 5-8),Ireland,%,2.4
Unemployment Rate,2023,25 - 54 years,Female,Levels of Education (Levels  0-8),Ireland,%,3.3
Unemployment Rate,2023,25 - 54 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,3.1
Unemployment Rate,2023,25 - 54 years,Female,Tertiary education (Levels 5-8),Ireland,%,2.7
Unemployment Rate,2023,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,2.7
Unemployment Rate,2023,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,3.5
Unemployment Rate,2023,55 - 74 years,Male,Levels of Education (Levels  0-8),Ireland,%,2.1
Unemployment Rate,2023,55 - 74 years,Female,Levels of Education (Levels  0-8),Ireland,%,3.7
Unemployment Rate,2024,All ages,Both sexes,Levels of Education (Levels  0-8),Ireland,%,4.5
Unemployment Rate,2024,All ages,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,4.2
Unemployment Rate,2024,All ages,Both sexes,Levels of Education (Levels  0-8),Southern,%,4.6
Unemployment Rate,2024,All ages,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,4.6
Unemployment Rate,2024,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,9.5
Unemployment Rate,2024,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,11.9
Unemployment Rate,2024,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,10.2
Unemployment Rate,2024,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.3
Unemployment Rate,2024,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,4.8
Unemployment Rate,2024,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.6
Unemployment Rate,2024,All ages,Both sexes,Tertiary education (Levels 5-8),Ireland,%,3.3
Unemployment Rate,2024,All ages,Both sexes,Tertiary education (Levels 5-8),Southern,%,3.1
Unemployment Rate,2024,All ages,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,3.3
Unemployment Rate,2024,All ages,Male,Levels of Education (Levels  0-8),Ireland,%,4.6
Unemployment Rate,2024,All ages,Male,Levels of Education (Levels  0-8),Northern and Western,%,4.9
Unemployment Rate,2024,All ages,Male,Levels of Education (Levels  0-8),Southern,%,4.1
Unemployment Rate,2024,All ages,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,4.9
Unemployment Rate,2024,All ages,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,8.4
Unemployment Rate,2024,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.1
Unemployment Rate,2024,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,6.1
Unemployment Rate,2024,All ages,Male,Tertiary education (Levels 5-8),Ireland,%,3.5
Unemployment Rate,2024,All ages,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,3.4
Unemployment Rate,2024,All ages,Female,Levels of Education (Levels  0-8),Ireland,%,4.4
Unemployment Rate,2024,All ages,Female,Levels of Education (Levels  0-8),Southern,%,5.1
Unemployment Rate,2024,All ages,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,4.2
Unemployment Rate,2024,All ages,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,11.8
Unemployment Rate,2024,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,5.6
Unemployment Rate,2024,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,5.0
Unemployment Rate,2024,All ages,Female,Tertiary education (Levels 5-8),Ireland,%,3.1
Unemployment Rate,2024,All ages,Female,Tertiary education (Levels 5-8),Southern,%,3.3
Unemployment Rate,2024,All ages,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,3.3
Unemployment Rate,2024,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,12.4
Unemployment Rate,2024,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,11.9
Unemployment Rate,2024,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,12.8
Unemployment Rate,2024,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,21.5
Unemployment Rate,2024,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,10.7
Unemployment Rate,2024,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,12.0
Unemployment Rate,2024,15 - 24 years,Male,Levels of Education (Levels  0-8),Ireland,%,13.4
Unemployment Rate,2024,15 - 24 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,16.1
Unemployment Rate,2024,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,10.6
Unemployment Rate,2024,15 - 24 years,Female,Levels of Education (Levels  0-8),Ireland,%,11.2
Unemployment Rate,2024,15 - 24 years,Female,Levels of Education (Levels  0-8),Southern,%,13.8
Unemployment Rate,2024,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,10.7
Unemployment Rate,2024,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,3.5
Unemployment Rate,2024,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,3.7
Unemployment Rate,2024,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,3.5
Unemployment Rate,2024,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,4.3
Unemployment Rate,2024,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,4.1
Unemployment Rate,2024,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,2.9
Unemployment Rate,2024,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,2.8
Unemployment Rate,2024,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,2.9
Unemployment Rate,2024,25 - 54 years,Male,Levels of Education (Levels  0-8),Ireland,%,3.5
Unemployment Rate,2024,25 - 54 years,Male,Levels of Education (Levels  0-8),Southern,%,3.4
Unemployment Rate,2024,25 - 54 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,3.4
Unemployment Rate,2024,25 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,4.1
Unemployment Rate,2024,25 - 54 years,Male,Tertiary education (Levels 5-8),Ireland,%,2.8
Unemployment Rate,2024,25 - 54 years,Female,Levels of Education (Levels  0-8),Ireland,%,3.5
Unemployment Rate,2024,25 - 54 years,Female,Levels of Education (Levels  0-8),Southern,%,4.0
Unemployment Rate,2024,25 - 54 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,3.7
