Quarter,Sex,Education Attainment Level,Age Group,Employment_Rate,Unemployment_Rate,Long_term_Unemployment_Rate
2024Q3,Male,Levels of Education (Levels  0-8),55 - 59 years,82.0,,
2024Q3,Male,Levels of Education (Levels  0-8),55 - 74 years,,2.8,
2024Q3,Male,Levels of Education (Levels  0-8),60 - 64 years,67.4,,
2024Q3,Male,Levels of Education (Levels  0-8),All ages,85.2,4.2,0.8
2024Q3,Male,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),25 - 54 years,71.1,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),35 - 39 years,,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),40 - 44 years,68.2,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),45 - 49 years,77.8,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),50 - 54 years,77.4,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),55 - 59 years,74.9,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),60 - 64 years,57.8,,
2024Q3,Male,Primary and lower secondary education (Levels 1-2),All ages,68.1,5.4,
2024Q3,Male,Tertiary education (Levels 5-8),15 - 24 years,,,
2024Q3,Male,Tertiary education (Levels 5-8),20 - 24 years,77.8,,
2024Q3,Male,Tertiary education (Levels 5-8),25 - 29 years,88.4,,
2024Q3,Male,Tertiary education (Levels 5-8),25 - 54 years,93.9,2.7,
2024Q3,Male,Tertiary education (Levels 5-8),30 - 34 years,93.3,,
2024Q3,Male,Tertiary education (Levels 5-8),35 - 39 years,96.6,,
2024Q3,Male,Tertiary education (Levels 5-8),40 - 44 years,95.5,,
2024Q3,Male,Tertiary education (Levels 5-8),45 - 49 years,93.8,,
2024Q3,Male,Tertiary education (Levels 5-8),50 - 54 years,95.0,,
2024Q3,Male,Tertiary education (Levels 5-8),55 - 59 years,85.2,,
2024Q3,Male,Tertiary education (Levels 5-8),55 - 74 years,,4.3,
2024Q3,Male,Tertiary education (Levels 5-8),60 - 64 years,72.1,,
2024Q3,Male,Tertiary education (Levels 5-8),All ages,90.8,3.4,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,10.8,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,74.4,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,81.6,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,88.4,3.9,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,84.4,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,89.5,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,94.0,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,91.5,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,87.3,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,85.4,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,72.1,,
2024Q3,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,84.0,5.0,
2024Q4,Both sexes,Less than primary (Level 0),15 - 24 years,,,
2024Q4,Both sexes,Less than primary (Level 0),20 - 24 years,,,
2024Q4,Both sexes,Less than primary (Level 0),25 - 29 years,,,
2024Q4,Both sexes,Less than primary (Level 0),25 - 54 years,,,
2024Q4,Both sexes,Less than primary (Level 0),30 - 34 years,,,
2024Q4,Both sexes,Less than primary (Level 0),35 - 39 years,,,
2024Q4,Both sexes,Less than primary (Level 0),40 - 44 years,,,
2024Q4,Both sexes,Less than primary (Level 0),45 - 49 years,,,
2024Q4,Both sexes,Less than primary (Level 0),50 - 54 years,,,
2024Q4,Both sexes,Less than primary (Level 0),55 - 59 years,,,
2024Q4,Both sexes,Less than primary (Level 0),55 - 74 years,,,
2024Q4,Both sexes,Less than primary (Level 0),60 - 64 years,,,
2024Q4,Both sexes,Less than primary (Level 0),All ages,,,
2024Q4,Both sexes,Level of education - not stated,15 - 24 years,,,
2024Q4,Both sexes,Level of education - not stated,20 - 24 years,,,
2024Q4,Both sexes,Level of education - not stated,25 - 29 years,,,
2024Q4,Both sexes,Level of education - not stated,25 - 54 years,77.0,,
2024Q4,Both sexes,Level of education - not stated,30 - 34 years,,,
2024Q4,Both sexes,Level of education - not stated,35 - 39 years,,,
2024Q4,Both sexes,Level of education - not stated,40 - 44 years,79.9,,
2024Q4,Both sexes,Level of education - not stated,45 - 49 years,78.9,,
2024Q4,Both sexes,Level of education - not stated,50 - 54 years,,,
2024Q4,Both sexes,Level of education - not stated,55 - 59 years,,,
2024Q4,Both sexes,Level of education - not stated,55 - 74 years,,,
2024Q4,Both sexes,Level of education - not stated,60 - 64 years,,,
2024Q4,Both sexes,Level of education - not stated,All ages,72.9,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),15 - 24 years,,9.9,
2024Q4,Both sexes,Levels of Education (Levels  0-8),20 - 24 years,68.7,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),25 - 29 years,84.4,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),25 - 54 years,84.6,3.4,1.0
2024Q4,Both sexes,Levels of Education (Levels  0-8),30 - 34 years,85.0,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),35 - 39 years,85.8,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),40 - 44 years,85.3,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),45 - 49 years,85.1,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),50 - 54 years,81.9,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),55 - 59 years,75.2,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),55 - 74 years,,2.6,
2024Q4,Both sexes,Levels of Education (Levels  0-8),60 - 64 years,60.2,,
2024Q4,Both sexes,Levels of Education (Levels  0-8),All ages,79.8,4.0,1.0
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),15 - 24 years,,15.9,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 54 years,57.2,8.2,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),35 - 39 years,52.9,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),40 - 44 years,59.1,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),45 - 49 years,58.6,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),50 - 54 years,62.4,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 59 years,55.5,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),60 - 64 years,51.0,,
2024Q4,Both sexes,Primary and lower secondary education (Levels 1-2),All ages,54.9,7.7,
2024Q4,Both sexes,Tertiary education (Levels 5-8),15 - 24 years,,9.0,
2024Q4,Both sexes,Tertiary education (Levels 5-8),20 - 24 years,79.0,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),25 - 29 years,90.0,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),25 - 54 years,90.4,2.4,0.5
2024Q4,Both sexes,Tertiary education (Levels 5-8),30 - 34 years,91.7,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),35 - 39 years,91.0,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),40 - 44 years,89.4,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),45 - 49 years,90.1,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),50 - 54 years,90.3,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),55 - 59 years,83.9,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),55 - 74 years,,2.5,
2024Q4,Both sexes,Tertiary education (Levels 5-8),60 - 64 years,65.9,,
2024Q4,Both sexes,Tertiary education (Levels 5-8),All ages,87.6,2.8,0.5
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,8.6,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,65.9,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,77.2,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,80.2,4.4,1.5
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,76.3,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,82.0,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,83.6,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,83.2,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,77.3,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,75.6,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,2.7,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,60.6,,
2024Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,75.1,4.9,1.4
2024Q4,Female,Less than primary (Level 0),15 - 24 years,,,
2024Q4,Female,Less than primary (Level 0),20 - 24 years,,,
2024Q4,Female,Less than primary (Level 0),25 - 29 years,,,
2024Q4,Female,Less than primary (Level 0),25 - 54 years,,,
2024Q4,Female,Less than primary (Level 0),30 - 34 years,,,
2024Q4,Female,Less than primary (Level 0),35 - 39 years,,,
2024Q4,Female,Less than primary (Level 0),40 - 44 years,,,
2024Q4,Female,Less than primary (Level 0),45 - 49 years,,,
2024Q4,Female,Less than primary (Level 0),50 - 54 years,,,
2024Q4,Female,Less than primary (Level 0),55 - 59 years,,,
2024Q4,Female,Less than primary (Level 0),55 - 74 years,,,
2024Q4,Female,Less than primary (Level 0),60 - 64 years,,,
2024Q4,Female,Less than primary (Level 0),All ages,,,
2024Q4,Female,Level of education - not stated,15 - 24 years,,,
2024Q4,Female,Level of education - not stated,20 - 24 years,,,
2024Q4,Female,Level of education - not stated,25 - 29 years,,,
2024Q4,Female,Level of education - not stated,25 - 54 years,68.5,,
2024Q4,Female,Level of education - not stated,30 - 34 years,,,
2024Q4,Female,Level of education - not stated,35 - 39 years,,,
2024Q4,Female,Level of education - not stated,40 - 44 years,,,
2024Q4,Female,Level of education - not stated,45 - 49 years,,,
2024Q4,Female,Level of education - not stated,50 - 54 years,,,
2024Q4,Female,Level of education - not stated,55 - 59 years,,,
2024Q4,Female,Level of education - not stated,55 - 74 years,,,
2024Q4,Female,Level of education - not stated,60 - 64 years,,,
2024Q4,Female,Level of education - not stated,All ages,65.0,,
2024Q4,Female,Levels of Education (Levels  0-8),15 - 24 years,,9.4,
2024Q4,Female,Levels of Education (Levels  0-8),20 - 24 years,68.7,,
2024Q4,Female,Levels of Education (Levels  0-8),25 - 29 years,83.0,,
2024Q4,Female,Levels of Education (Levels  0-8),25 - 54 years,80.3,3.2,1.2
2024Q4,Female,Levels of Education (Levels  0-8),30 - 34 years,82.4,,
2024Q4,Female,Levels of Education (Levels  0-8),35 - 39 years,80.9,,
2024Q4,Female,Levels of Education (Levels  0-8),40 - 44 years,79.8,,
2024Q4,Female,Levels of Education (Levels  0-8),45 - 49 years,79.8,,
2024Q4,Female,Levels of Education (Levels  0-8),50 - 54 years,76.3,,
2024Q4,Female,Levels of Education (Levels  0-8),55 - 59 years,68.8,,
2024Q4,Female,Levels of Education (Levels  0-8),55 - 74 years,,2.2,
2024Q4,Female,Levels of Education (Levels  0-8),60 - 64 years,53.1,,
2024Q4,Female,Levels of Education (Levels  0-8),All ages,75.4,3.8,1.0
2024Q4,Female,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),25 - 54 years,44.1,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),35 - 39 years,,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),40 - 44 years,,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),45 - 49 years,,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),50 - 54 years,45.1,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),55 - 59 years,34.4,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),60 - 64 years,36.1,,
2024Q4,Female,Primary and lower secondary education (Levels 1-2),All ages,40.4,9.1,
2024Q4,Female,Tertiary education (Levels 5-8),15 - 24 years,,,
2024Q4,Female,Tertiary education (Levels 5-8),20 - 24 years,79.0,,
2024Q4,Female,Tertiary education (Levels 5-8),25 - 29 years,89.0,,
2024Q4,Female,Tertiary education (Levels 5-8),25 - 54 years,87.6,2.2,
2024Q4,Female,Tertiary education (Levels 5-8),30 - 34 years,90.0,,
2024Q4,Female,Tertiary education (Levels 5-8),35 - 39 years,86.9,,
2024Q4,Female,Tertiary education (Levels 5-8),40 - 44 years,85.7,,
2024Q4,Female,Tertiary education (Levels 5-8),45 - 49 years,87.0,,
2024Q4,Female,Tertiary education (Levels 5-8),50 - 54 years,87.6,,
2024Q4,Female,Tertiary education (Levels 5-8),55 - 59 years,80.5,,
2024Q4,Female,Tertiary education (Levels 5-8),55 - 74 years,,,
2024Q4,Female,Tertiary education (Levels 5-8),60 - 64 years,60.4,,
2024Q4,Female,Tertiary education (Levels 5-8),All ages,84.7,2.6,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,63.6,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,73.0,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,71.3,4.5,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,67.8,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,71.3,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,73.4,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,74.2,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,67.2,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,67.8,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,54.2,,
2024Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,67.6,4.7,
2024Q4,Male,Less than primary (Level 0),15 - 24 years,,,
2024Q4,Male,Less than primary (Level 0),20 - 24 years,,,
2024Q4,Male,Less than primary (Level 0),25 - 29 years,,,
2024Q4,Male,Less than primary (Level 0),25 - 54 years,,,
2024Q4,Male,Less than primary (Level 0),30 - 34 years,,,
2024Q4,Male,Less than primary (Level 0),35 - 39 years,,,
2024Q4,Male,Less than primary (Level 0),40 - 44 years,,,
2024Q4,Male,Less than primary (Level 0),45 - 49 years,,,
2024Q4,Male,Less than primary (Level 0),50 - 54 years,,,
2024Q4,Male,Less than primary (Level 0),55 - 59 years,,,
2024Q4,Male,Less than primary (Level 0),55 - 74 years,,,
2024Q4,Male,Less than primary (Level 0),60 - 64 years,,,
2024Q4,Male,Less than primary (Level 0),All ages,,,
2024Q4,Male,Level of education - not stated,15 - 24 years,,,
2024Q4,Male,Level of education - not stated,20 - 24 years,,,
2024Q4,Male,Level of education - not stated,25 - 29 years,,,
2024Q4,Male,Level of education - not stated,25 - 54 years,84.5,,
2024Q4,Male,Level of education - not stated,30 - 34 years,,,
2024Q4,Male,Level of education - not stated,35 - 39 years,,,
2024Q4,Male,Level of education - not stated,40 - 44 years,,,
2024Q4,Male,Level of education - not stated,45 - 49 years,,,
2024Q4,Male,Level of education - not stated,50 - 54 years,,,
2024Q4,Male,Level of education - not stated,55 - 59 years,,,
2024Q4,Male,Level of education - not stated,55 - 74 years,,,
2024Q4,Male,Level of education - not stated,60 - 64 years,,,
2024Q4,Male,Level of education - not stated,All ages,80.6,,
2024Q4,Male,Levels of Education (Levels  0-8),15 - 24 years,,10.4,
2024Q4,Male,Levels of Education (Levels  0-8),20 - 24 years,68.8,,
2024Q4,Male,Levels of Education (Levels  0-8),25 - 29 years,85.8,,
2024Q4,Male,Levels of Education (Levels  0-8),25 - 54 years,89.2,3.6,0.8
2024Q4,Male,Levels of Education (Levels  0-8),30 - 34 years,87.7,,
2024Q4,Male,Levels of Education (Levels  0-8),35 - 39 years,91.2,,
2024Q4,Male,Levels of Education (Levels  0-8),40 - 44 years,91.4,,
2024Q4,Male,Levels of Education (Levels  0-8),45 - 49 years,90.6,,
2024Q4,Male,Levels of Education (Levels  0-8),50 - 54 years,87.6,,
2024Q4,Male,Levels of Education (Levels  0-8),55 - 59 years,81.7,,
2024Q4,Male,Levels of Education (Levels  0-8),55 - 74 years,,2.9,
2024Q4,Male,Levels of Education (Levels  0-8),60 - 64 years,67.5,,
2024Q4,Male,Levels of Education (Levels  0-8),All ages,84.3,4.3,0.9
2024Q4,Male,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),25 - 54 years,66.1,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),35 - 39 years,,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),40 - 44 years,71.4,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),45 - 49 years,71.7,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),50 - 54 years,73.8,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),55 - 59 years,70.1,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),60 - 64 years,60.7,,
2024Q4,Male,Primary and lower secondary education (Levels 1-2),All ages,64.6,7.0,
2024Q4,Male,Tertiary education (Levels 5-8),15 - 24 years,,,
2024Q4,Male,Tertiary education (Levels 5-8),20 - 24 years,79.0,,
2024Q4,Male,Tertiary education (Levels 5-8),25 - 29 years,91.1,,
2024Q4,Male,Tertiary education (Levels 5-8),25 - 54 years,93.8,2.6,
2024Q4,Male,Tertiary education (Levels 5-8),30 - 34 years,93.9,,
2024Q4,Male,Tertiary education (Levels 5-8),35 - 39 years,96.1,,
2024Q4,Male,Tertiary education (Levels 5-8),40 - 44 years,94.5,,
2024Q4,Male,Tertiary education (Levels 5-8),45 - 49 years,93.8,,
2024Q4,Male,Tertiary education (Levels 5-8),50 - 54 years,93.5,,
2024Q4,Male,Tertiary education (Levels 5-8),55 - 59 years,87.8,,
2024Q4,Male,Tertiary education (Levels 5-8),55 - 74 years,,,
2024Q4,Male,Tertiary education (Levels 5-8),60 - 64 years,72.7,,
2024Q4,Male,Tertiary education (Levels 5-8),All ages,91.2,3.0,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,8.9,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,67.8,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,80.9,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,87.9,4.3,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,82.1,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,91.6,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,92.2,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,91.0,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,87.2,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,83.8,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,68.0,,
2024Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,81.8,5.1,1.5
2025Q1,Both sexes,Less than primary (Level 0),15 - 24 years,,,
2025Q1,Both sexes,Less than primary (Level 0),20 - 24 years,,,
2025Q1,Both sexes,Less than primary (Level 0),25 - 29 years,,,
2025Q1,Both sexes,Less than primary (Level 0),25 - 54 years,,,
2025Q1,Both sexes,Less than primary (Level 0),30 - 34 years,,,
2025Q1,Both sexes,Less than primary (Level 0),35 - 39 years,,,
2025Q1,Both sexes,Less than primary (Level 0),40 - 44 years,,,
2025Q1,Both sexes,Less than primary (Level 0),45 - 49 years,,,
2025Q1,Both sexes,Less than primary (Level 0),50 - 54 years,,,
2025Q1,Both sexes,Less than primary (Level 0),55 - 59 years,,,
2025Q1,Both sexes,Less than primary (Level 0),55 - 74 years,,,
2025Q1,Both sexes,Less than primary (Level 0),60 - 64 years,,,
2025Q1,Both sexes,Less than primary (Level 0),All ages,,,
2025Q1,Both sexes,Level of education - not stated,15 - 24 years,,,
2025Q1,Both sexes,Level of education - not stated,20 - 24 years,,,
2025Q1,Both sexes,Level of education - not stated,25 - 29 years,,,
2025Q1,Both sexes,Level of education - not stated,25 - 54 years,72.9,,
2025Q1,Both sexes,Level of education - not stated,30 - 34 years,,,
2025Q1,Both sexes,Level of education - not stated,35 - 39 years,,,
2025Q1,Both sexes,Level of education - not stated,40 - 44 years,82.7,,
2025Q1,Both sexes,Level of education - not stated,45 - 49 years,74.3,,
2025Q1,Both sexes,Level of education - not stated,50 - 54 years,,,
2025Q1,Both sexes,Level of education - not stated,55 - 59 years,,,
2025Q1,Both sexes,Level of education - not stated,55 - 74 years,,,
2025Q1,Both sexes,Level of education - not stated,60 - 64 years,,,
2025Q1,Both sexes,Level of education - not stated,All ages,70.6,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),15 - 24 years,,9.5,
2025Q1,Both sexes,Levels of Education (Levels  0-8),20 - 24 years,68.9,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),25 - 29 years,82.5,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),25 - 54 years,85.0,3.7,0.8
2025Q1,Both sexes,Levels of Education (Levels  0-8),30 - 34 years,85.0,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),35 - 39 years,85.5,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),40 - 44 years,86.6,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),45 - 49 years,87.7,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),50 - 54 years,82.1,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),55 - 59 years,76.7,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),55 - 74 years,,3.2,1.2
2025Q1,Both sexes,Levels of Education (Levels  0-8),60 - 64 years,61.8,,
2025Q1,Both sexes,Levels of Education (Levels  0-8),All ages,80.4,4.3,0.9
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),15 - 24 years,,20.4,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 54 years,59.6,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),35 - 39 years,48.9,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),40 - 44 years,59.8,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),45 - 49 years,69.6,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),50 - 54 years,66.8,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 59 years,59.7,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),60 - 64 years,52.4,,
2025Q1,Both sexes,Primary and lower secondary education (Levels 1-2),All ages,56.5,9.1,
2025Q1,Both sexes,Tertiary education (Levels 5-8),15 - 24 years,,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),20 - 24 years,81.0,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),25 - 29 years,86.6,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),25 - 54 years,90.3,3.1,
2025Q1,Both sexes,Tertiary education (Levels 5-8),30 - 34 years,91.5,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),35 - 39 years,90.9,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),40 - 44 years,91.6,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),45 - 49 years,91.9,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),50 - 54 years,88.5,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),55 - 59 years,85.9,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),55 - 74 years,,3.6,
2025Q1,Both sexes,Tertiary education (Levels 5-8),60 - 64 years,66.4,,
2025Q1,Both sexes,Tertiary education (Levels 5-8),All ages,87.9,3.4,0.5
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,6.6,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,65.8,,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,80.9,,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,81.0,4.0,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,76.1,,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,81.4,,
